title,tmdb_id,imdb_id,duration,genres,img,popularity,vote_average,vote_count,year_released
b'ariel',b'2',b'tt0094675',b'69',"b""['drama', 'crime']""",b'/gzcjzon4l0zj5haxsmbxos6cl0u.jpg',b'4.676',b'7.2',b'53',b'1988-10-21'
b'shadows in paradise',b'3',b'tt0092149',b'76',"b""['drama', 'comedy']""",b'/7ad4iku8cybub08g9yau7thjik5.jpg',b'2.624',b'7.3',b'43',b'1986-10-16'
b'four rooms',b'5',b'tt0113101',b'98',"b""['crime', 'comedy']""",b'/eqs5hh9rxrk1m4xhsiz1w11ngqb.jpg',b'12.646',b'6.5',b'806',b'1995-12-09'
b'judgment night',b'6',b'tt0107286',b'110',"b""['action', 'thriller', 'crime']""",b'/lnxmgurp6h1nd53gkfh4wdzt6rz.jpg',b'7.114',b'6.5',b'99',b'1993-10-15'
b'life in loops (a megacities rmx)',b'8',b'tt0825671',b'80',"b""['documentary']""",b'/8yyijoaxwzd3fzmdmjrfiapod4l.jpg',b'0.75',b'6.8',b'5',b'2006-01-01'
b'sunday in august',b'9',b'tt0425473',b'15',"b""['drama']""",b'none',b'0.623',b'5.3',b'2',b'2004-09-02'
b'star wars',b'11',b'tt0076759',b'121',"b""['adventure', 'action', 'science fiction']""",b'/bttdmkgivoi0ffip1spuzi2oqg6.jpg',b'43.807',b'8.2',b'9244',b'1977-05-25'
b'finding nemo',b'12',b'tt0266543',b'100',"b""['animation', 'family']""",b'/sypwyeeqztqixjiuaifi7d0tyey.jpg',b'22.871',b'7.7',b'8892',b'2003-05-30'
b'forrest gump',b'13',b'tt0109830',b'142',"b""['comedy', 'drama', 'romance']""",b'/ye5d3buhe8hcnkmujoo1qdoognz.jpg',b'25.683',b'8.3',b'11274',b'1994-07-06'
b'american beauty',b'14',b'tt0169547',b'122',"b""['drama']""",b'/or1mp8bziajqwyxpdpx724ydkar.jpg',b'15.298',b'8.0',b'4992',b'1999-09-15'
b'citizen kane',b'15',b'tt0033467',b'119',"b""['mystery', 'drama']""",b'/n8wffsq5vtm6dm8vdgxb6olv2gy.jpg',b'12.781',b'8.1',b'1792',b'1941-04-30'
b'dancer in the dark',b'16',b'tt0168629',b'140',"b""['drama', 'crime', 'music']""",b'/7xizdtz4yj4iym2ud4f6efexe5h.jpg',b'6.749',b'7.8',b'572',b'2000-05-17'
b'the dark',b'17',b'tt0411267',b'87',"b""['horror', 'thriller', 'mystery']""",b'/8fzjzqhlxl1afshhse5y3mguco4.jpg',b'5.506',b'5.6',b'101',b'2005-09-28'
b'the fifth element',b'18',b'tt0119116',b'126',"b""['adventure', 'fantasy', 'action', 'thriller', 'science fiction']""",b'/zafa1nrzenfgrtv5ovxknizo78o.jpg',b'21.696',b'7.4',b'5063',b'1997-05-07'
b'metropolis',b'19',b'tt0017136',b'153',"b""['drama', 'science fiction']""",b'/qriaeuuwdmlgethk3asax68mg05.jpg',b'10.919',b'8.2',b'904',b'1927-01-10'
b'my life without me',b'20',b'tt0314412',b'106',"b""['drama', 'romance']""",b'/vvj92vbfubzjqzlvbipvvljdp78.jpg',b'5.657',b'7.0',b'122',b'2003-03-07'
b'the endless summer',b'21',b'tt0060371',b'91',"b""['documentary']""",b'/jqszqpxemjcvvn5afggak7qqodr.jpg',b'2.485',b'7.6',b'32',b'1966-06-15'
b'pirates of the caribbean: the curse of the black pearl',b'22',b'tt0325980',b'143',"b""['adventure', 'fantasy', 'action']""",b'/tkt9xr1knx5r9rcebaskck44si2.jpg',b'42.365',b'7.6',b'9738',b'2003-07-09'
b'kill bill: vol. 1',b'24',b'tt0266697',b'111',"b""['action', 'crime']""",b'/v7tax8kxmxs5yffgr41guudncnb.jpg',b'17.38',b'7.9',b'7152',b'2003-10-10'
b'jarhead',b'25',b'tt0418763',b'123',"b""['drama', 'war']""",b'/ieynxqusftakwo1svsa39ap07of.jpg',b'10.823',b'6.6',b'1038',b'2005-11-04'
b'walk on water',b'26',b'tt0352994',b'103',"b""['drama']""",b'/5bh0k5pauaqywpr4nl9nkyckc6o.jpg',b'2.24',b'6.9',b'30',b'2004-02-05'
b'9 songs',b'27',b'tt0411705',b'66',"b""['drama', 'music', 'romance']""",b'/91o7z0vo7minwd5xd2boivwbqsb.jpg',b'9.771',b'4.9',b'145',b'2004-07-16'
b'apocalypse now',b'28',b'tt0078788',b'147',"b""['drama', 'war']""",b'/jcvj2xcvwu9wh0hzaxcs103s8nn.jpg',b'12.303',b'8.2',b'2987',b'1979-08-15'
b'magnetic rose',b'30',b'tt1530535',b'44',"b""['animation', 'science fiction']""",b'/1a59xqud5rzeqrgjmfi4qu1zvcq.jpg',b'1.63',b'7.0',b'19',b'1995-12-23'
b'stink bomb',b'31',b'tt6266826',b'40',"b""['action', 'animation', 'comedy']""",b'/1xdmue5txar8ouzbvkfcuiil1vu.jpg',b'0.983',b'5.8',b'6',b'1995-12-23'
b'cannon fodder',b'32',b'tt6264824',b'21',"b""['animation', 'history']""",b'/ojdlkttdvvpgago2jwbbxgq5mmn.jpg',b'1.455',b'6.2',b'8',b'1995-12-23'
b'the simpsons movie',b'35',b'tt0462538',b'87',"b""['animation', 'comedy', 'family']""",b'/ecytnerivur3rt47nwfkgpxd9qs.jpg',b'15.044',b'6.9',b'3494',b'2007-07-25'
b'eternal sunshine of the spotless mind',b'38',b'tt0338013',b'108',"b""['science fiction', 'drama', 'romance']""",b'/7y3eyvtsgjxpydtsnumclimdkrv.jpg',b'14.477',b'8.0',b'5451',b'2004-03-19'
b'amores perros',b'55',b'tt0245712',b'154',"b""['drama', 'thriller']""",b'/8gexmizw1tdnbfoacfpimknikmm.jpg',b'8.339',b'7.7',b'737',b'2000-06-16'
"b""pirates of the caribbean: dead man's chest""",b'58',b'tt0383574',b'151',"b""['adventure', 'fantasy', 'action']""",b'/wafr5rvkaq9dzot3nquivb1fipu.jpg',b'35.098',b'7.1',b'7368',b'2006-06-20'
b'a history of violence',b'59',b'tt0399146',b'96',"b""['drama', 'thriller', 'crime']""",b'/mz1qchxxtujm2aqodw3iipwydo3.jpg',b'9.144',b'7.1',b'1154',b'2005-09-23'
b'2001: a space odyssey',b'62',b'tt0062622',b'149',"b""['science fiction', 'mystery', 'adventure']""",b'/90t7b2lirl07ndyqbmsm09yqveh.jpg',b'21.012',b'8.0',b'4397',b'1968-04-09'
b'twelve monkeys',b'63',b'tt0114746',b'129',"b""['science fiction', 'thriller', 'mystery']""",b'/6sj9wdu3yugthxsu0vry5xfazgg.jpg',b'13.167',b'7.5',b'3437',b'1995-12-29'
b'talk to her',b'64',b'tt0287467',b'112',"b""['drama', 'romance']""",b'/klsbb1yegryc7yjilyckiqku6py.jpg',b'6.911',b'7.6',b'363',b'2002-03-14'
b'8 mile',b'65',b'tt0298203',b'110',"b""['drama']""",b'/dxztrkwpblpcqn8o70fuuhnbyqt.jpg',b'10.58',b'6.9',b'2434',b'2002-11-08'
b'absolute power',b'66',b'tt0118548',b'121',"b""['crime', 'drama', 'thriller', 'mystery']""",b'/ojqdp09oc51dkarsmdvgdldwidu.jpg',b'7.353',b'6.5',b'306',b'1997-02-14'
b'paradise now',b'67',b'tt0445620',b'90',"b""['thriller', 'crime', 'drama']""",b'/qwzkya8vdcdzk8uzrb2pfhpm9il.jpg',b'5.984',b'7.0',b'85',b'2005-02-14'
b'brazil',b'68',b'tt0088846',b'132',"b""['comedy', 'science fiction']""",b'/55vfc1beln3pjf4lw83trkhenk6.jpg',b'10.07',b'7.6',b'1239',b'1985-02-20'
b'walk the line',b'69',b'tt0358273',b'136',"b""['drama', 'music', 'romance']""",b'/wdxl3zyh3o5mibmssizeevjajtq.jpg',b'8.121',b'7.4',b'1012',b'2005-09-13'
b'million dollar baby',b'70',b'tt0405159',b'132',"b""['drama']""",b'/h4vzki2jt4vobyjmtc4c3bo8kqm.jpg',b'13.089',b'7.9',b'3626',b'2004-12-15'
b'billy elliot',b'71',b'tt0249462',b'110',"b""['drama', 'comedy', 'music']""",b'/6vap1h3mow5jdkwqs5q1napcos6.jpg',b'11.126',b'7.5',b'1188',b'2000-05-18'
b'american history x',b'73',b'tt0120586',b'119',"b""['drama']""",b'/fxeprayox1qc3wju7xddgx60775.jpg',b'14.662',b'8.3',b'4486',b'1998-10-30'
b'war of the worlds',b'74',b'tt0407304',b'116',"b""['adventure', 'thriller', 'science fiction']""",b'/xxmm9ky2eq1sdoqif9zo91yoba8.jpg',b'15.059',b'6.2',b'3399',b'2005-06-28'
b'mars attacks!',b'75',b'tt0116996',b'106',"b""['comedy', 'fantasy', 'science fiction']""",b'/gatuhicwavpumqqzpzfexksrwsc.jpg',b'10.683',b'6.2',b'2180',b'1996-12-12'
b'before sunrise',b'76',b'tt0112471',b'101',"b""['drama', 'romance']""",b'/jsqy4zbpha8he2o6qu05ppofi61.jpg',b'9.216',b'7.8',b'1357',b'1995-01-27'
b'memento',b'77',b'tt0209144',b'113',"b""['mystery', 'thriller']""",b'/fqmsap88cf1nz4qwuneeftazudm.jpg',b'14.861',b'8.2',b'6023',b'2000-10-11'
b'blade runner',b'78',b'tt0083658',b'117',"b""['science fiction', 'drama', 'thriller']""",b'/vfze3pje5g7g7kczwra3fnbzo7v.jpg',b'24.703',b'7.9',b'5920',b'1982-06-25'
b'hero',b'62803',b'tt0123102',b'173',"b""['romance']""",b'/r3vwfbfq2eidsdirhrkgzmr1y7d.jpg',b'0.372',b'6.6',b'5',b'1983-01-01'
b'before sunset',b'80',b'tt0381681',b'80',"b""['drama', 'romance']""",b'/gycde1arbygqck4fyr2mgpu6oo.jpg',b'8.792',b'7.6',b'1025',b'2004-02-10'
b'nausica\xc3\xa4 of the valley of the wind',b'81',b'tt0087544',b'117',"b""['adventure', 'animation', 'fantasy']""",b'/hnyowhwlq0iuwriahtiicwsi2dp.jpg',b'11.595',b'7.8',b'1110',b'1984-03-11'
b'miami vice',b'82',b'tt0430357',b'134',"b""['action', 'adventure', 'crime', 'thriller']""",b'/3bsnsigwcet4tklzzhjegw7eojf.jpg',b'8.346',b'5.8',b'662',b'2006-07-27'
b'open water',b'83',b'tt0374102',b'79',"b""['drama', 'thriller', 'horror']""",b'/hua2eluuhilvkqwhfpv2atiy8pp.jpg',b'7.996',b'5.4',b'448',b'2003-12-29'
b'raiders of the lost ark',b'85',b'tt0082971',b'115',"b""['adventure', 'action']""",b'/44skjogp3ftm4qxbciuqu0rkdp7.jpg',b'22.229',b'7.8',b'5232',b'1981-06-12'
b'the elementary particles',b'86',b'tt0430051',b'105',"b""['drama', 'romance']""",b'/ldmfuwi0xta9updu0wwfze0lma0.jpg',b'3.44',b'6.2',b'49',b'2006-02-10'
b'indiana jones and the temple of doom',b'87',b'tt0087469',b'118',"b""['adventure', 'action']""",b'/f2ntrkk2zgdute7tlj5eggsuka6.jpg',b'16.939',b'7.2',b'3845',b'1984-05-23'
b'dirty dancing',b'82527',b'tt1495731',b'none',"b""['drama']""",b'none',b'0.494',b'6.4',b'5',b''
b'indiana jones and the last crusade',b'89',b'tt0097576',b'127',"b""['adventure', 'action']""",b'/4p1n2qrt8j0h8xmhmhvtrxv9wez.jpg',b'15.527',b'7.7',b'4247',b'1989-05-24'
b'beverly hills cop',b'90',b'tt0086960',b'105',"b""['action', 'comedy', 'crime']""",b'/eem00b2qo4j4ggh9pdg8dhvyapd.jpg',b'9.103',b'6.9',b'1320',b'1984-11-29'
b'megacities',b'92',b'tt0169024',b'94',"b""['documentary']""",b'/svofuj0w3utlqof10dvejjq94sw.jpg',b'0.174',b'7.0',b'3',b'1998-08-12'
b'anatomy of a murder',b'93',b'tt0052561',b'160',"b""['crime', 'drama', 'mystery', 'thriller']""",b'/kdfnm2zlhzirr2itto56lyrxuas.jpg',b'6.973',b'7.9',b'289',b'1959-07-01'
b'kunstgriff',b'94',b'tt0436488',b'6',"b""['comedy']""",b'none',b'0.001',b'0.0',b'0',b'2002-01-01'
b'armageddon',b'95',b'tt0120591',b'151',"b""['action', 'thriller', 'science fiction', 'adventure']""",b'/coinnuczcw5fmhbty8hcudmobno.jpg',b'13.781',b'6.6',b'3422',b'1998-07-01'
b'beverly hills cop ii',b'96',b'tt0092644',b'100',"b""['action', 'comedy', 'crime']""",b'/2y1z1baxkt0cottrlnki6mcnr9f.jpg',b'8.754',b'6.2',b'841',b'1987-05-18'
b'tron',b'97',b'tt0084827',b'96',"b""['science fiction', 'action', 'adventure']""",b'/ctf8lpxvawt1slh9kvfzzl0ao0d.jpg',b'9.96',b'6.7',b'918',b'1982-07-09'
b'gladiator',b'98',b'tt0172495',b'155',"b""['action', 'drama', 'adventure']""",b'/6wbizcgmdcyrqh64ydregedk9d3.jpg',b'19.912',b'8.0',b'7531',b'2000-05-01'
b'all about my mother',b'99',b'tt0185125',b'101',"b""['comedy', 'drama']""",b'/sqdalmbsuiau0qcgzkbfy0l2vur.jpg',b'8.211',b'7.6',b'497',b'1999-04-19'
"b'lock, stock and two smoking barrels'",b'100',b'tt0120735',b'105',"b""['comedy', 'crime']""",b'/qv7qasf7f7yc2lc985zfyojiain.jpg',b'6.398',b'7.7',b'2195',b'1998-03-05'
b'leon: the professional',b'101',b'tt0110413',b'110',"b""['thriller', 'crime', 'drama']""",b'/ge8s02quohvnamyu4tcrblmtujz.jpg',b'22.293',b'8.3',b'5904',b'1994-09-14'
b'open hearts',b'102',b'tt0315543',b'113',"b""['drama', 'romance']""",b'/horv2fcw2kmsis4zmgfpfxqr3lt.jpg',b'2.906',b'7.2',b'32',b'2002-09-06'
b'taxi driver',b'103',b'tt0075314',b'114',"b""['crime', 'drama']""",b'/ekstph614fwdx8duln1a2opz0n8.jpg',b'13.587',b'8.1',b'3861',b'1976-02-07'
b'run lola run',b'104',b'tt0130827',b'81',"b""['action', 'drama', 'thriller']""",b'/3l8qhf5ikzonenbfdpj6gvkkp7d.jpg',b'7.78',b'7.3',b'873',b'1998-08-20'
b'back to the future',b'105',b'tt0088763',b'116',"b""['adventure', 'comedy', 'science fiction', 'family']""",b'/ptpxqb1n0waasc3osn0e9oc8kx9.jpg',b'23.823',b'8.2',b'8530',b'1985-07-03'
b'predator',b'106',b'tt0093773',b'107',"b""['science fiction', 'action', 'adventure', 'thriller']""",b'/p6fhq04t75ycfe0kstnzgqvwuq1.jpg',b'18.494',b'7.3',b'2879',b'1987-06-12'
b'snatch',b'107',b'tt0208092',b'103',"b""['thriller', 'crime']""",b'/on9jlbgecclsykjeeph2whm1dip.jpg',b'14.769',b'7.7',b'3813',b'2000-09-01'
b'three colors: red',b'110',b'tt0111495',b'99',"b""['drama', 'mystery', 'romance']""",b'/77cfessokesi4zvtadepirskha3.jpg',b'7.816',b'8.0',b'371',b'1994-05-27'
b'scarface',b'877',b'tt0023427',b'90',"b""['action', 'adventure', 'crime', 'drama', 'thriller']""",b'/ai9wojgnrxo42d0gjiidi7toz5x.jpg',b'5.985',b'7.7',b'134',b'1932-04-09'
b'italian for beginners',b'112',b'tt0243862',b'95',"b""['comedy', 'drama', 'romance']""",b'/asbxcaqciqayymepdwqqulbxudf.jpg',b'3.493',b'6.6',b'42',b'2000-12-07'
"b'spring, summer, fall, winter... and spring'",b'113',b'tt0374546',b'103',"b""['drama']""",b'/dgb8hla2nq88ublugsai5qxipdc.jpg',b'7.231',b'7.8',b'341',b'2003-09-19'
b'pretty woman',b'114',b'tt0100405',b'119',"b""['romance', 'comedy']""",b'/fgmdacmxxclzm2eptelzcpysb1n.jpg',b'12.76',b'7.2',b'2702',b'1990-03-23'
b'match point',b'116',b'tt0416320',b'124',"b""['drama', 'thriller', 'crime', 'romance']""",b'/zusfzebss7hj9lfeu2k7a4bpxde.jpg',b'8.585',b'7.3',b'1617',b'2005-10-26'
b'the untouchables',b'117',b'tt0094226',b'119',"b""['crime', 'drama', 'history', 'thriller']""",b'/qx4cdbhjdx5lqovz8uxpxqy5pt7.jpg',b'10.753',b'7.7',b'2036',b'1987-06-03'
b'charlie and the chocolate factory',b'118',b'tt0367594',b'115',"b""['adventure', 'comedy', 'family', 'fantasy']""",b'/dvhl1dyvazrhj9gk0itcchr4dij.jpg',b'15.449',b'6.8',b'6000',b'2005-07-13'
b'the lord of the rings: the fellowship of the ring',b'120',b'tt0120737',b'178',"b""['adventure', 'fantasy', 'action']""",b'/edkdyeuihep5qavna5k6xsmhgbf.jpg',b'39.939',b'8.2',b'11534',b'2001-12-18'
b'the lord of the rings: the two towers',b'121',b'tt0167261',b'179',"b""['adventure', 'fantasy', 'action']""",b'/5vtn0pr8gcqv3epuhhfmgnjyn9l.jpg',b'32.083',b'8.2',b'9952',b'2002-12-18'
b'the lord of the rings: the return of the king',b'122',b'tt0167260',b'201',"b""['adventure', 'fantasy', 'action']""",b'/rczpdglboopwljy3oam5nupotrc.jpg',b'31.845',b'8.3',b'10556',b'2003-12-01'
b'the lord of the rings',b'123',b'tt0077869',b'132',"b""['adventure', 'animation', 'drama', 'fantasy']""",b'/1l3wpof7tx9poprx4xepcxjqxuv.jpg',b'7.54',b'6.4',b'262',b'1978-11-15'
b'no end',b'124',b'tt0086961',b'109',"b""['drama', 'fantasy']""",b'/bhf39jwwyxlxztxqkvxsimjzpeb.jpg',b'1.561',b'7.3',b'11',b'1985-06-17'
b'railway station',b'125',b'tt0080668',b'13',"b""['documentary']""",b'/wpspkwtmcmbgxayykir9pdvgvx7.jpg',b'0.256',b'5.6',b'6',b'1980-01-01'
b'short working day',b'126',b'tt0082631',b'73',"b""['drama']""",b'/2szd3cppqyaymjxgynhja7clh6b.jpg',b'0.046',b'5.0',b'1',b'1981-01-01'
b'spirited away',b'129',b'tt0245429',b'125',"b""['animation', 'family', 'fantasy']""",b'/dl11dbpcrhwwnjcfxl9a07mrqti.jpg',b'21.422',b'8.5',b'5611',b'2001-07-20'
b'gimme shelter',b'132',b'tt0065780',b'90',"b""['documentary', 'music']""",b'/9cq6tlg89yv2emkuxglrvglq5nk.jpg',b'3.189',b'7.6',b'56',b'1970-12-06'
b'dont look back',b'135',b'tt0061589',b'96',"b""['documentary', 'music']""",b'/r5s7eiq6ogknmjhors6bhocimbz.jpg',b'3.083',b'7.4',b'51',b'1967-05-17'
b'freaks',b'136',b'tt0022913',b'64',"b""['drama', 'horror']""",b'/9hmme4k6toexb1ketajic0pnta6.jpg',b'5.762',b'7.8',b'334',b'1932-02-20'
b'groundhog day',b'137',b'tt0107048',b'101',"b""['romance', 'fantasy', 'drama', 'comedy']""",b'/vxjvd0vu0mxrznga7wenhiiho5b.jpg',b'12.574',b'7.5',b'3167',b'1993-02-11'
b'dracula',b'6114',b'tt0103874',b'128',"b""['romance', 'horror']""",b'/iohxm3d3jdsxr61lrhcvb8kdzoz.jpg',b'11.364',b'7.2',b'1636',b'1992-11-13'
b'bad education',b'140',b'tt0275491',b'106',"b""['crime', 'drama', 'romance', 'thriller', 'mystery']""",b'/2wphxmivelgp8clczfshqhupf29.jpg',b'6.424',b'7.3',b'297',b'2004-03-19'
b'donnie darko',b'141',b'tt0246578',b'113',"b""['fantasy', 'drama', 'mystery']""",b'/nmb4qhcrmdfnp6rgb81yufgi83l.jpg',b'13.728',b'7.8',b'5194',b'2001-01-18'
b'wings of desire',b'144',b'tt0093191',b'128',"b""['drama', 'fantasy', 'romance']""",b'/3zdaz59lyvdcmyhi2ufuu7vmjkp.jpg',b'7.07',b'7.8',b'357',b'1987-05-17'
b'breaking the waves',b'145',b'tt0115751',b'159',"b""['drama', 'romance']""",b'/2saodntzdtruvdunsjcpackvun6.jpg',b'6.773',b'7.3',b'322',b'1996-05-13'
"b'crouching tiger, hidden dragon'",b'146',b'tt0190332',b'120',"b""['adventure', 'drama', 'action', 'romance']""",b'/3yyphffqruy45hlnabfxnlyp9mg.jpg',b'9.535',b'7.3',b'1271',b'2000-08-19'
b'the 400 blows',b'147',b'tt0053198',b'99',"b""['drama']""",b'/nkvxtcctoc3zuu4ycedmouyexfh.jpg',b'7.406',b'8.1',b'534',b'1959-05-04'
b'the secret life of words',b'148',b'tt0430576',b'112',"b""['drama', 'romance']""",b'/rljwriw74pairozd2d6x7e61rq9.jpg',b'4.708',b'7.1',b'77',b'2005-12-15'
b'akira',b'149',b'tt0094625',b'124',"b""['science fiction', 'animation']""",b'/8pt7hlu7fkc5iir0vz2kngy8st4.jpg',b'12.169',b'8.0',b'1171',b'1988-07-16'
b'48 hrs.',b'150',b'tt0083511',b'96',"b""['thriller', 'action', 'comedy', 'crime', 'drama']""",b'/rq8nvwc5tc2e8snu1cf8ijjernq.jpg',b'9.192',b'6.6',b'482',b'1982-12-07'
b'star trek: the motion picture',b'152',b'tt0079945',b'132',"b""['science fiction', 'adventure', 'mystery']""",b'/ys5sgpc27mvo3h5zylpv9lwdq5.jpg',b'11.841',b'6.4',b'696',b'1979-12-06'
b'lost in translation',b'153',b'tt0335266',b'102',"b""['drama']""",b'/5t8vvuftdaawkljk34i69utaw7o.jpg',b'9.561',b'7.4',b'2598',b'2003-08-31'
b'star trek ii: the wrath of khan',b'154',b'tt0084726',b'113',"b""['action', 'adventure', 'science fiction', 'thriller']""",b'/7vkpj4xl3htzgas3xpvuoyqnnsv.jpg',b'5.924',b'7.5',b'857',b'1982-06-03'
b'the dark knight',b'155',b'tt0468569',b'152',"b""['drama', 'action', 'crime', 'thriller']""",b'/1hroyzdtpgmu7dz4jf22ranzqo7.jpg',b'27.589',b'8.4',b'15445',b'2008-07-16'
b'wilbur wants to kill himself',b'156',b'tt0329767',b'111',"b""['comedy', 'drama', 'romance']""",b'/nac1anpfakw89kgalme2brxrca2.jpg',b'3.013',b'6.5',b'34',b'2002-11-08'
b'star trek iii: the search for spock',b'157',b'tt0088170',b'105',"b""['science fiction', 'action', 'adventure', 'thriller']""",b'/b9zapid6aazr7cgqp5p4kg893ql.jpg',b'4.94',b'6.5',b'551',b'1984-05-31'
"b""knockin' on heaven's door""",b'158',b'tt0119472',b'87',"b""['comedy', 'crime']""",b'/9qnh5khktarq01dniiochnirfkz.jpg',b'6.617',b'7.6',b'172',b'1997-02-20'
b'maybe... maybe not',b'159',b'tt0109255',b'90',"b""['comedy', 'drama']""",b'/7uezkyus31qttygdftrhao7kxbb.jpg',b'2.259',b'6.2',b'39',b'1994-10-05'
b'the arrival of a train at la ciotat',b'160',b'tt0000012',b'1',"b""['documentary']""",b'/vfuk7jamstvpfvz02dbibmme3tl.jpg',b'4.615',b'7.0',b'124',b'1896-01-25'
"b""ocean's eleven""",b'299',b'tt0054135',b'127',"b""['thriller', 'music', 'comedy', 'crime']""",b'/lspxgep4epfopiug9fkikf72m50.jpg',b'6.924',b'6.7',b'108',b'1960-02-17'
b'edward scissorhands',b'162',b'tt0099487',b'105',"b""['fantasy', 'drama', 'romance']""",b'/kgltb53hinftrrwhft7yruocldc.jpg',b'16.625',b'7.6',b'5497',b'1990-12-05'
"b""ocean's twelve""",b'163',b'tt0349903',b'125',"b""['thriller', 'crime']""",b'/obj8lf80wx8pzhnpcno0e9lnmya.jpg',b'18.136',b'6.5',b'2992',b'2004-12-09'
"b""breakfast at tiffany's""",b'164',b'tt0054698',b'110',"b""['comedy', 'drama', 'romance']""",b'/c95lbdwl5wt8pv9dzsdsvrtxkna.jpg',b'11.122',b'7.7',b'1629',b'1961-10-05'
b'back to the future part ii',b'165',b'tt0096874',b'108',"b""['adventure', 'comedy', 'family', 'science fiction']""",b'/k5dzvcqkxu2cahltlj9bhe7xmyk.jpg',b'9.984',b'7.6',b'5366',b'1989-11-22'
b'the party',b'166',b'tt0082100',b'110',"b""['drama', 'romance', 'comedy']""",b'/1a7lrphfotmnvlbxlnt5mbk8rpa.jpg',b'6.346',b'6.5',b'384',b'1980-01-01'
b'k-pax',b'167',b'tt0272152',b'120',"b""['drama', 'science fiction']""",b'/pczxl9si7i46ndusquszfdhyieo.jpg',b'9.372',b'7.2',b'959',b'2001-10-22'
b'star trek iv: the voyage home',b'168',b'tt0092007',b'119',"b""['science fiction', 'adventure']""",b'/62natumkualhd5vhkumhorjncza.jpg',b'9.865',b'7.1',b'611',b'1986-11-25'
b'predator 2',b'169',b'tt0100403',b'108',"b""['science fiction', 'action', 'thriller']""",b'/4caqgbipisleebjahlo5bsqauzn.jpg',b'13.051',b'6.0',b'994',b'1990-11-20'
b'28 days later',b'170',b'tt0289043',b'113',"b""['horror', 'thriller', 'science fiction']""",b'/xaydxi1pbeayvqknvammpk5eff3.jpg',b'17.851',b'7.2',b'2494',b'2002-10-31'
b'the party 2',b'171',b'tt0083686',b'109',"b""['comedy']""",b'/4lgbr31dhqlupyyzzgmk6qoiplg.jpg',b'6.101',b'6.3',b'220',b'1982-12-08'
b'star trek v: the final frontier',b'172',b'tt0098382',b'107',"b""['science fiction', 'action', 'adventure', 'thriller']""",b'/kugwpq2e5ikzrgoxrycnoqqus9h.jpg',b'7.374',b'5.7',b'486',b'1989-06-09'
"b'20,000 leagues under the sea'",b'2965',b'tt0118247',b'95',"b""['adventure', 'action', 'science fiction']""",b'/hxqqqq9uhqqcki1xxbgj3ml6gal.jpg',b'0.41',b'5.8',b'4',b'1997-03-23'
b'star trek vi: the undiscovered country',b'174',b'tt0102975',b'113',"b""['science fiction', 'action', 'adventure', 'thriller']""",b'/5pvizaofde63m1obyfefdoqobkc.jpg',b'4.785',b'6.9',b'530',b'1991-12-05'
b'the big blue',b'175',b'tt0095250',b'168',"b""['adventure', 'drama', 'romance']""",b'/rgvrbad5ltgsepmzjaqanpksyf.jpg',b'7.555',b'7.6',b'536',b'1988-05-11'
b'saw',b'176',b'tt0387564',b'103',"b""['horror', 'mystery', 'crime']""",b'/dhyvigsax8zfgkz1osle4v6pnf5.jpg',b'22.062',b'7.3',b'3580',b'2004-10-01'
b'the fisher king',b'177',b'tt0101889',b'137',"b""['comedy', 'drama']""",b'/x93w5wroor3pcia1cannwmatuwq.jpg',b'6.72',b'7.3',b'490',b'1991-09-09'
b'blown away',b'178',b'tt0109303',b'121',"b""['drama', 'action', 'thriller']""",b'/eldzew6wkghtawiudrnmarngxpy.jpg',b'6.425',b'6.1',b'166',b'1994-07-01'
b'the interpreter',b'179',b'tt0373926',b'128',"b""['crime', 'thriller']""",b'/aaw4w8x41twwquqplqqkwnqbtlv.jpg',b'9.877',b'6.2',b'563',b'2005-04-08'
b'minority report',b'180',b'tt0181689',b'145',"b""['action', 'thriller', 'science fiction', 'mystery']""",b'/h3lpltsn7rj1eytpqo1lygdw4bz.jpg',b'14.496',b'7.2',b'3632',b'2002-06-20'
b'the good german',b'182',b'tt0452624',b'108',"b""['drama', 'thriller', 'mystery']""",b'/3ljhc2cwdkzoipehf3gviujws0.jpg',b'5.568',b'6.0',b'121',b'2006-12-08'
b'the wizard',b'183',b'tt0098663',b'100',"b""['adventure', 'comedy', 'drama', 'family', 'romance']""",b'/xgnirmikw9oxsfr9nyqkmsxb5nf.jpg',b'5.474',b'6.2',b'113',b'1989-12-15'
b'jackie brown',b'184',b'tt0119396',b'154',"b""['crime', 'thriller', 'drama']""",b'/4xvpyodmaizdnmsws0sk3fpjcvr.jpg',b'7.861',b'7.3',b'2275',b'1997-12-24'
b'a clockwork orange',b'185',b'tt0066921',b'136',"b""['science fiction', 'drama']""",b'/4shetap65wrssuc05nrbkddhbxo.jpg',b'18.296',b'8.1',b'5014',b'1971-12-18'
b'lucky number slevin',b'186',b'tt0425210',b'110',"b""['drama', 'thriller', 'crime', 'mystery']""",b'/jtkq0etothazwlnrbbwgca8ufuu.jpg',b'9.652',b'7.5',b'1817',b'2006-02-24'
b'sin city',b'187',b'tt0401792',b'124',"b""['action', 'thriller', 'crime', 'science fiction']""",b'/vkjvgokpywqp9d2ex5nh1liqrqr.jpg',b'14.273',b'7.3',b'3689',b'2005-04-01'
