title,tmdb_id,imdb_id,duration,genres,img,popularity,vote_average,vote_count,year_released
b'the seeker',b'117867',b'tt0456003',b'91',"b""['documentary']""",b'/nkmr4fhskhr8dxrynsqgnigin9y.jpg',b'0.056',b'4.0',b'1',b'2005-01-01'
"b'zindy, the swamp boy'",b'117871',b'tt0324659',b'85',"b""['drama', 'action', 'adventure']""",b'/mstmraqx5yl658gbpsfo4vzoeao.jpg',b'0.183',b'3.0',b'3',b'1973-05-03'
b'op\xc3\xa9ration lady marl\xc3\xa8ne',b'117881',b'',b'none',b'[]',b'none',b'0.0',b'0.0',b'0',b''
b'fernes land',b'117893',b'tt1851923',b'none',b'[]',b'none',b'0.055',b'0.0',b'0',b'2012-02-02'
b'queen under review:  1973-1980',b'117922',b'tt1179427',b'67',"b""['documentary', 'music']""",b'none',b'0.004',b'0.0',b'0',b'2007-11-20'
b'lost and found',b'118202',b'tt0117904',b'109',"b""['drama', 'romance']""",b'/ws8rcp9yugguhvnesqkuxwmqtxq.jpg',b'0.361',b'7.0',b'5',b'1996-10-18'
b'wok the kasbah',b'118354',b'tt1753673',b'100',"b""['comedy']""",b'/fkyzrs7hlk6x48tdahwqunbt7ia.jpg',b'0.7',b'4.6',b'18',b'2011-12-13'
"b'the guys next door, part 1'",b'118702',b'',b'143',b'[]',b'/9qxxfugvun6mypmxwcydpbiitng.jpg',b'0.049',b'8.0',b'1',b'2011-11-11'
b'forty deuce',b'118760',b'tt0083962',b'89',"b""['drama']""",b'/ziofskm6iwlqx472ne33bu0ac1i.jpg',b'0.077',b'0.0',b'0',b'1982-10-01'
b'grimas',b'118880',b'tt2163356',b'97',"b""['thriller', 'comedy', 'horror']""",b'/wy0dnnwbrkxcdvmu2vf7rsmfvfw.jpg',b'0.007',b'0.0',b'0',b'2012-05-18'
b'carbon for water',b'118890',b'tt2112921',b'23',b'[]',b'/63k81ldotzhd90jm8jpkayonleo.jpg',b'0.008',b'0.0',b'0',b'2011-10-01'
b'escucha mi canci\xc3\xb3n',b'118898',b'tt0052783',b'84',b'[]',b'/qc2frythy8b70x1pnqieuh5bfg9.jpg',b'0.405',b'5.1',b'7',b'1959-01-01'
"b'in the meantime, darling'",b'118900',b'tt0036955',b'72',"b""['comedy', 'war']""",b'/b1tfs2dhjmwjil6vs5jnly3izgz.jpg',b'0.165',b'5.0',b'1',b'1944-09-22'
b'hot stuff',b'118930',b'tt0049337',b'16',"b""['comedy']""",b'/ogwewkyzedwdgz1pltgxiybgqyc.jpg',b'0.318',b'6.0',b'1',b'1956-09-06'
b'de van waveren tapes',b'118970',b'tt2211290',b'none',b'[]',b'/yi5fqq8hyzwpzhih8fsxwvznpml.jpg',b'0.01',b'0.0',b'0',b'2012-06-20'
b'bachman & turner - live at the roseland ballroom',b'119068',b'',b'94',"b""['music']""",b'/odckwsws5qgtgjxc01wcwux9fev.jpg',b'0.008',b'0.0',b'0',b'2012-06-26'
b'hot springs mimizu geisha',b'119139',b'tt0286869',b'none',b'[]',b'/adc5ftgxn0fbvbgexwgeyimi0qd.jpg',b'1.764',b'0.0',b'0',b'1972-01-01'
b'hot springs kiss geisha',b'119145',b'tt0286870',b'84',b'[]',b'/3yefrl5p2929ccso3sfzug2s3tz.jpg',b'0.029',b'0.0',b'0',b'1972-07-03'
b'pilgrimage to japanese baths',b'119155',b'tt0203741',b'none',"b""['documentary']""",b'/4iumvdfzyetumxuvpidlmb4odcd.jpg',b'0.0',b'0.0',b'0',b'1971-01-01'
b'destino traidor',b'119218',b'tt0400357',b'none',"b""['action']""",b'none',b'0.001',b'0.0',b'0',b'1997-01-01'
b'the house of fear',b'119655',b'tt0031449',b'67',"b""['thriller', 'mystery', 'drama', 'crime']""",b'/vsxxsvaws4pwynaxttsxq2t9tac.jpg',b'0.008',b'0.0',b'0',b'1939-06-30'
b'el baile',b'120132',b'tt0052598',b'89',b'[]',b'/vovxb1sdromun6v0vtywayphew.jpg',b'0.049',b'3.0',b'1',b'1959-12-17'
b'britney spears: oops!... i did it again tour 2000',b'120392',b'',b'none',b'[]',b'/xjcxodmg0yjqhw68uj4cddp5tcg.jpg',b'0.001',b'0.0',b'0',b'2000-01-01'
b'the cure for insomnia',b'120474',b'tt0284020',b'5220',"b""['documentary']""",b'/7ngieqsvwqnh8tukvo8nqpb2ktn.jpg',b'0.05',b'4.0',b'1',b'1987-01-31'
b'the haunting of whaley house',b'120478',b'tt2396701',b'90',"b""['horror']""",b'/nvwwfae6kaxyvsm6uwvd10jcf4m.jpg',b'2.324',b'4.1',b'22',b'2012-07-31'
b'the solitaire man',b'120625',b'tt0024590',b'67',"b""['crime', 'romance']""",b'/qhiaobeohxhqaaoemzzdt8chr2x.jpg',b'0.073',b'7.5',b'2',b'1933-09-22'
"b""america's lost h bomb""",b'120635',b'tt1640105',b'60',"b""['documentary', 'history']""",b'/vhzhnpyd3hzkku2fv1hm1zxmgsy.jpg',b'0.004',b'0.0',b'0',b'2007-08-19'
b'queen of hearts',b'120637',b'tt0098153',b'112',"b""['comedy', 'romance']""",b'/a2xg84ufs08rbt3q6w8ywrpumrr.jpg',b'0.568',b'7.4',b'4',b'1989-10-01'
b'twelve crowded hours',b'120807',b'tt0032065',b'64',"b""['crime', 'drama']""",b'/7buur4lfdnpvgyszje6rnrltn9f.jpg',b'0.357',b'4.8',b'2',b'1939-03-03'
b'dinner at noon',b'120825',b'',b'40',b'[]',b'/5nd8npffcbljcjfvwjp1ifivyhd.jpg',b'0.001',b'0.0',b'0',b'1988-08-09'
b'them crooked vultures - live at rockpalast',b'120863',b'',b'105',"b""['music']""",b'/dnwmg9pqth7fcv83mdpajcksec9.jpg',b'0.033',b'0.0',b'0',b'2009-12-07'
b'lovelorn leghorn',b'121169',b'tt0043760',b'7',"b""['animation', 'family', 'comedy']""",b'/9idgkluglajhtg5nceluj2ikphv.jpg',b'0.458',b'6.4',b'8',b'1951-09-08'
b'the dover boys at pimento university',b'121171',b'tt0034675',b'9',"b""['animation', 'family', 'comedy']""",b'/8dbztmdn4ifghipsucrtwi2zdn.jpg',b'1.469',b'6.4',b'17',b'1942-09-19'
b'three comrades',b'121253',b'tt0925296',b'99',"b""['documentary']""",b'none',b'0.005',b'0.0',b'0',b''
b'the lawless nineties',b'121372',b'tt0027876',b'55',"b""['western']""",b'/fzlb0w0pmfmhxyoptaqv7fgjoml.jpg',b'0.435',b'5.5',b'3',b'1936-02-15'
b'ninja masters of death',b'121374',b'tt0199837',b'90',"b""['action', 'war']""",b'/5ovw17ixng1nk5yhpmyyctb3p7y.jpg',b'0.195',b'5.0',b'1',b'1985-01-01'
b'mehmet',b'122882',b'tt0308566',b'7',b'[]',b'none',b'0.011',b'0.0',b'0',b'2002-06-05'
b'of human hearts',b'122884',b'tt0030517',b'103',"b""['drama', 'western']""",b'/zttaayrekafbmusxvybqk9szynf.jpg',b'1.109',b'5.3',b'4',b'1938-02-11'
b'unwigged and unplugged: live in concert',b'122886',b'tt1496905',b'none',"b""['comedy', 'music']""",b'/xoxz1nrqxjidhral1vz7foadltv.jpg',b'0.04',b'8.0',b'1',b'2009-09-01'
b'moving target',b'122888',b'tt0213094',b'86',"b""['action', 'thriller']""",b'/3tbiyztp8ycyu8jmboz3vouusa5.jpg',b'0.095',b'5.5',b'2',b'2000-05-30'
b'julio iglesias en espana',b'122902',b'',b'none',b'[]',b'/xw9rvx1zegexcuwyihedjvmn3qi.jpg',b'0.002',b'0.0',b'0',b''
b'a lizzard too much',b'122920',b'tt0053887',b'35',"b""['drama']""",b'/93qaanyaxb4ll93tz1omxocmjlp.jpg',b'0.29',b'5.5',b'2',b'1960-01-01'
b'one in the chamber',b'122924',b'tt1881024',b'91',"b""['action', 'thriller']""",b'/mlgtkgkb6b73gkod9ikhrxnybo1.jpg',b'4.239',b'5.0',b'49',b'2012-08-21'
b'trilogy of terror',b'122926',b'tt0063721',b'102',"b""['horror']""",b'/4pekv87x6ngasqlsnrfjtlwotph.jpg',b'0.724',b'0.0',b'0',b'1968-04-22'
b'the girl who knew too much',b'122940',b'tt0064370',b'95',b'[]',b'/8aimtxeaospv1iwz27dsdtlonn3.jpg',b'0.001',b'0.0',b'0',b'1969-11-07'
b'\xc3\x85ke and his world',b'125926',b'tt0088466',b'99',"b""['drama']""",b'/l31flivqppkjxcnp3jvaihqkz2z.jpg',b'0.927',b'0.5',b'1',b'1984-10-26'
b'depeche mode: black celebration tour 1986',b'125974',b'',b'91',"b""['music', 'documentary']""",b'/ytrtzbkupnhovuoegrvasmpqt4y.jpg',b'0.374',b'8.0',b'1',b'1986-12-24'
b'fuse',b'126090',b'tt0347105',b'105',"b""['comedy', 'drama']""",b'/n8dzcanmv0guez7y5anccskdtbm.jpg',b'0.89',b'6.4',b'8',b'2003-08-15'
b'tying the knot',b'126430',b'tt0410818',b'81',"b""['documentary', 'romance']""",b'/byxhnd32yfnoi9glmlqtfnn6p5t.jpg',b'0.162',b'6.7',b'3',b'2004-10-01'
b'the son of fran\xc3\xa7ais',b'126548',b'tt0211372',b'none',b'[]',b'/zszz461v8e0pedntkzybudzfotb.jpg',b'0.041',b'0.0',b'0',b'1999-12-15'
b'an angel for may',b'127052',b'tt0313202',b'95',"b""['drama', 'family']""",b'/j08jhjbkjhjxdglwigzgjueo2my.jpg',b'0.648',b'6.4',b'8',b'2002-08-10'
b'extraordinary illusions',b'127098',b'tt0223509',b'2',"b""['comedy']""",b'/6kfo3dnv6mcxzrjuob9lado8c3j.jpg',b'0.258',b'5.4',b'7',b'1903-01-01'
b'nero. or the fall of rome',b'127108',b'tt0188941',b'14',"b""['history']""",b'/jr5qoiissoqcwfccgyvc8kqwedx.jpg',b'0.218',b'6.5',b'6',b'1909-11-01'
b'tvxq!: the 2nd asia tour concert',b'127128',b'',b'150',b'[]',b'none',b'0.039',b'7.5',b'1',b'2007-02-23'
b'dr. monica',b'127146',b'tt0025068',b'53',"b""['drama']""",b'/wo5cyzly260qxpncotr8o0v9jhu.jpg',b'0.129',b'6.0',b'2',b'1934-06-23'
b'blood & guts',b'127152',b'tt1378198',b'none',"b""['documentary']""",b'/qfzhxftk7yisek2ywbvoknxgxg7.jpg',b'0.006',b'0.0',b'0',b'2003-09-01'
b'gitano',b'127164',b'tt0168822',b'90',b'[]',b'/aekvgtja715wmgg2rhukdsatadi.jpg',b'0.001',b'0.0',b'0',b'1970-06-04'
"b""i won't let you not love me""",b'127178',b'tt0317949',b'100',"b""['drama', 'comedy', 'romance']""",b'/el3hahr8acv6dum31kmguxnd3a.jpg',b'0.006',b'0.0',b'0',b'2003-01-10'
"b'no ashes, no phoenix'",b'127180',b'tt1961461',b'none',b'[]',b'/xp9r9nvy9pl5fgigd7dtymnrn6.jpg',b'0.109',b'3.8',b'2',b'2011-11-10'
"b'tomb of 1,000 roman skeletons'",b'127196',b'tt1475579',b'none',b'[]',b'/ah0vux64twmwmsh53t2euhjmvyi.jpg',b'0.016',b'0.0',b'0',b'2009-01-01'
b'pangako . . . ikaw lang',b'127198',b'tt0309978',b'100',"b""['drama', 'romance']""",b'/bhtzob4r8nsemdeikonehp47n8w.jpg',b'0.053',b'7.0',b'1',b'2001-07-04'
b'exitus interruptus',b'127202',b'tt1290501',b'94',"b""['horror']""",b'/7voy7f49hhaoniylx6hdfyc0ckq.jpg',b'1.501',b'3.5',b'1',b'2006-05-06'
b'marronnier',b'127204',b'tt0443756',b'79',"b""['horror', 'thriller']""",b'/7rcibpzmundwp4sca8dlwi3a8yi.jpg',b'0.122',b'7.0',b'1',b'2004-01-01'
b'alma m\xc3\xada',b'127298',b'tt0198297',b'105',b'[]',b'/4v4gklzsp3jfxv052eorod77fl.jpg',b'0.171',b'5.8',b'2',b'1999-05-13'
b'dog star man: part iv',b'127323',b'tt0058026',b'6',b'[]',b'/2kslzxoaw0hmnguvpcnqlcdxfr9.jpg',b'0.607',b'6.6',b'17',b'1964-09-17'
"b""i'll find a way""",b'127390',b'tt0076173',b'26',b'[]',b'/vd8b1yf5gdelc8nnaga08k32zcd.jpg',b'0.006',b'0.0',b'0',b'1977-01-01'
b'king of dollars',b'128360',b'tt0449379',b'2',"b""['fantasy']""",b'/qleucsrorgyx0wbwoqrx3ge7tzi.jpg',b'0.144',b'6.0',b'4',b'1905-07-01'
b'shukriya: till death do us apart',b'128488',b'tt0435390',b'137',b'[]',b'/inewhvuzeyjp5dqjmvthucbva5i.jpg',b'0.322',b'7.0',b'2',b'2004-10-08'
b'play',b'128512',b'tt1672827',b'5',b'[]',b'/s5jne1ghfvhvx0trdgbk4wisnqd.jpg',b'0.044',b'0.0',b'0',b'1970-01-01'
b'michael jackson: king of clip',b'128520',b'',b'180',b'[]',b'/1q1bwvz6cqpavz6nquzlgyzmewo.jpg',b'0.007',b'0.0',b'0',b'2012-01-01'
b'fred 3: camp fred',b'128542',b'tt2395219',b'81',"b""['family']""",b'/i5tmdjwpkaszkbm4f0jftkmkzo1.jpg',b'1.313',b'3.1',b'17',b'2012-07-28'
b'the dandelions',b'128592',b'tt2276095',b'89',"b""['family', 'comedy']""",b'/5eqzcnofal9erkh0sqf2zlc5ply.jpg',b'2.056',b'6.5',b'47',b'2012-08-22'
b'beyond 9/11: portraits of resilience',b'128604',b'tt2441172',b'50',"b""['documentary']""",b'/qxt2zmn9w8pn2gar6tgwjj23h0t.jpg',b'0.007',b'0.0',b'0',b'2011-09-11'
b'the gun that won the west',b'128606',b'tt0048139',b'71',"b""['action', 'adventure', 'western']""",b'/bpieywvu49ttixkrwsqgmg6alba.jpg',b'0.018',b'0.0',b'0',b'1955-09-01'
b'the new york hat',b'128671',b'tt0002391',b'16',b'[]',b'/9iwadmvimpmtcrahwjjdbcdfifk.jpg',b'0.327',b'6.0',b'8',b'1912-12-05'
b'santeria: the soul possessed',b'128838',b'tt0829278',b'none',b'[]',b'/68xq9q6lvyc3zo99npjzm509rdh.jpg',b'0.185',b'4.0',b'2',b'2012-08-22'
b'zero tolerance',b'128975',b'tt0111825',b'88',"b""['action', 'thriller']""",b'/w8xohhsxi80smb7mfr79obktuxp.jpg',b'0.211',b'10.0',b'1',b'1994-06-09'
b'a labor of love',b'129370',b'tt0249672',b'70',"b""['documentary']""",b'/cshupiwqb2tpj92dcl1wdryarid.jpg',b'0.013',b'0.0',b'0',b'1976-01-01'
b'supporting roles',b'129428',b'tt0098060',b'117',b'[]',b'/ceifzvfqnbrl8ri9xzsfya66cov.jpg',b'0.036',b'5.0',b'1',b'1989-01-01'
b'thompson 1880',b'129657',b'tt0061090',b'88',"b""['western']""",b'/kx8a71wconjygvekqvdvn3peuca.jpg',b'0.42',b'5.0',b'2',b'1966-10-13'
b'how to be loved',b'129659',b'tt0057196',b'97',"b""['drama']""",b'/4qrpvmuv7og5s44vw0brarcyxw0.jpg',b'0.087',b'8.5',b'2',b'1963-01-11'
b'totalmente inocentes',b'129707',b'',b'none',b'[]',b'/vpy4nc2lwicibtr8o2q7brurjs0.jpg',b'0.297',b'6.5',b'5',b'2012-09-07'
b'magic mirror',b'129937',b'tt0472521',b'137',"b""['music', 'drama']""",b'/rbina4dwqysrpujrpt9zkhndtv5.jpg',b'0.136',b'6.5',b'2',b'2006-03-09'
b'the street',b'130052',b'tt0014516',b'74',b'[]',b'/xhxffemblqqo6yitl675yneei1t.jpg',b'0.455',b'6.8',b'5',b'1923-01-01'
b'la moza del c\xc3\xa1ntaro',b'130083',b'tt0046100',b'72',b'[]',b'/botlcshyboxofv2fcdvsumrsrgs.jpg',b'0.088',b'0.0',b'0',b'1954-02-08'
b'the lonedale operator',b'130450',b'tt0001740',b'17',b'[]',b'/3mdty7ampj1ke7pywqxoektrgko.jpg',b'0.784',b'5.9',b'10',b'1911-03-23'
b'gold diggers in paris',b'130452',b'tt0030191',b'97',"b""['comedy', 'music', 'romance']""",b'/zhal4pghugpzousjmo64mp99axk.jpg',b'0.79',b'5.0',b'1',b'1938-06-11'
b'montecarlo gran casin\xc3\xb2',b'130490',b'tt0093561',b'97',"b""['comedy']""",b'/keftanscuqohal6mdw12lltmjvs.jpg',b'1.012',b'5.7',b'23',b'1987-12-23'
b'coming of age',b'130642',b'tt2233961',b'90',b'[]',b'/khhahylnubisfmbcyozxq1ftvvl.jpg',b'0.148',b'3.0',b'1',b'2011-12-30'
b'college swing',b'130684',b'tt0030002',b'86',"b""['comedy']""",b'/8j7dngruir4pqdhgoaulthjk4eu.jpg',b'0.045',b'7.0',b'1',b'1938-04-29'
b'come across',b'130840',b'tt0030004',b'21',b'[]',b'/8htb6sw2ftkhc0lyzf6vj8p8qo6.jpg',b'0.001',b'0.0',b'0',b'1938-05-14'
b'the yellow rose of texas',b'130956',b'tt0037472',b'69',"b""['western', 'action']""",b'/3zpz8on4p1fquh0xjzyb42piytk.jpg',b'0.002',b'0.0',b'0',b'1944-06-24'
"b""a mouse's tale""",b'131013',b'tt2071502',b'4',b'[]',b'/bu31vofyv0ty4vvxdhqjiripodn.jpg',b'0.004',b'0.0',b'0',b'2008-01-01'
b'caught and held fast...',b'131050',b'tt0048253',b'79',"b""['comedy']""",b'/1rwx8bwzqyn96dhgfet9woeecr1.jpg',b'0.037',b'2.0',b'1',b'1955-05-05'
b'ninjaken: the naked sword',b'131170',b'',b'87',"b""['action']""",b'/ow0bcaaxla0tffxav3mbnrr2wai.jpg',b'1.298',b'0.0',b'0',b'2006-01-01'
b'krai thong',b'131656',b'tt0322991',b'93',"b""['action']""",b'/lkpidbuigd8rtegtrh1lk0djmwp.jpg',b'2.04',b'3.7',b'3',b'2001-11-03'
"b'isoroku yamamoto, the commander-in-chief of the combined fleet'",b'131739',b'tt1932695',b'135',"b""['history', 'war']""",b'/jakjbxamlf7m9wsrnwx2rqjzqls.jpg',b'2.811',b'5.8',b'8',b'2011-12-23'
b'voices of the andes',b'132128',b'tt1667146',b'78',"b""['history', 'documentary']""",b'/optdq3jzhenct85axaas6aodohi.jpg',b'0.007',b'0.0',b'0',b'2009-01-01'
b'daydreams',b'132446',b'tt0005414',b'37',b'[]',b'/6b982d80ceplcvsownpkrdrsp4g.jpg',b'0.265',b'6.7',b'3',b'1915-01-01'
b'bellator 73',b'132549',b'',b'none',b'[]',b'/w4afpcv0eq6ufuqbod45gyrz2nv.jpg',b'0.013',b'0.0',b'0',b'2012-08-24'
b'love under fire',b'132630',b'tt0029169',b'70',"b""['war', 'crime', 'drama']""",b'/makgbojcs1wbytlwohxvkszpa1r.jpg',b'0.071',b'0.0',b'0',b'1937-08-20'
b'sarah connor live in concert: a night to remember - pop meets classic',b'132660',b'tt2638818',b'none',"b""['music']""",b'/hm5rcv8xadhrpa525i7tc8hetji.jpg',b'0.002',b'0.0',b'0',b'2003-10-13'
"b""no man's land""",b'132796',b'tt0089693',b'110',b'[]',b'/oz5ckjuggqal1vq5mtvplffhxpq.jpg',b'0.031',b'0.0',b'0',b'1985-08-28'
"b""dog's night song""",b'132800',b'tt0085815',b'145',"b""['drama']""",b'/5rdniokudaphofcncayrbmat0cj.jpg',b'0.097',b'8.0',b'1',b'1983-11-04'
b'wonder bar',b'132883',b'tt0026007',b'84',"b""['crime', 'drama', 'music', 'romance']""",b'/ghlx0sfrsbgnvg3czrevfsnqfj2.jpg',b'0.184',b'7.2',b'5',b'1934-03-31'
b'the caine mutiny court-martial',b'132961',b'tt0094826',b'100',b'[]',b'/dasq9j1x8b1bw1kgizyymbr4j6h.jpg',b'0.094',b'6.5',b'2',b'1988-05-08'
b'queste pazze pazze donne',b'133281',b'tt0057440',b'100',b'[]',b'/nbl0ypygrkycryeffsbuv3als8p.jpg',b'0.001',b'0.0',b'0',b'1964-05-22'
b'roy chubby brown: kick-arse chubbs',b'133377',b'tt1075035',b'69',b'[]',b'/krodtgwogmgneerle0dsmyzee7c.jpg',b'0.004',b'0.0',b'0',b'2006-11-06'
b'heritage of the desert',b'133545',b'tt0022999',b'none',"b""['western']""",b'/5fpzghcke1lobqoahmhdqen8ujm.jpg',b'0.072',b'0.0',b'0',b'1932-09-30'
b'seaman no. 7',b'134170',b'tt0070146',b'100',"b""['action']""",b'/h3xrbcycmbq4dfgauemcyxxo84s.jpg',b'0.162',b'5.0',b'1',b'1973-04-20'
b'one tough cop',b'134368',b'tt0122642',b'90',b'[]',b'/ihg8ebrywdfytrdlcnqqtn8drlc.jpg',b'0.781',b'3.0',b'3',b'1998-10-09'
b'pain & gain',b'134374',b'tt1980209',b'130',"b""['thriller', 'crime', 'action', 'comedy']""",b'/mfat4cfhglrxawe8qs7ijhwzgeb.jpg',b'8.733',b'6.1',b'2009',b'2013-04-18'
"b'dumb bobes, or czech tarzan'",b'134528',b'tt0323383',b'none',"b""['comedy']""",b'/d8msouv1lnjtxl0bxpfocxittdl.jpg',b'0.001',b'0.0',b'0',b'1997-11-24'
b'the house',b'134569',b'tt2408288',b'72',"b""['animation', 'family']""",b'/mefogqcncj1w4x4ifxyolyxudbs.jpg',b'0.267',b'7.1',b'4',b'2011-03-17'
b'billy gardell: halftime',b'134680',b'tt1860180',b'60',"b""['comedy']""",b'/3ypm4bwztvufxikjts0baezubhe.jpg',b'0.011',b'0.0',b'0',b'2011-02-05'
b'etta james live at montreux 1993',b'134849',b'',b'160',b'[]',b'/8alhmyhusgt5l3lwkgpmwl8xzyk.jpg',b'0.002',b'0.0',b'0',b'1993-03-04'
b'the adventures of captain zoom in outer space',b'134859',b'tt0112292',b'87',b'[]',b'/9tzalofuqpi4fcnk1b8jaoqabz4.jpg',b'0.66',b'7.0',b'2',b'1995-12-01'
b'more of me',b'134881',b'tt1065307',b'86',"b""['comedy']""",b'/hyu7p6y69klxfjicanmsmyrjcah.jpg',b'0.086',b'1.0',b'1',b'2007-06-17'
b'friendly dead',b'135137',b'tt0106261',b'10',"b""['comedy', 'mystery']""",b'none',b'0.147',b'2.0',b'3',b'1993-01-01'
b'doctor of doom',b'135141',b'tt0898907',b'11',"b""['animation']""",b'/zlusrltjalbjvrkx8d34qo201gm.jpg',b'0.445',b'5.4',b'5',b'1979-01-01'
b'sexy harem ada-kaleh',b'135143',b'tt0282963',b'none',b'[]',b'none',b'0.036',b'5.0',b'1',b'2001-01-01'
b'f\xc3\xbcr elise',b'135216',b'tt2082280',b'94',"b""['drama']""",b'/2rxw5dky8yc3yjrd1yo59cqg92.jpg',b'1.837',b'7.3',b'4',b'2012-10-11'
b'the house with 100 eyes',b'135288',b'tt1954520',b'80',"b""['horror']""",b'/2mp3jwyyuly7c8uhzhcv5wtjzpr.jpg',b'0.159',b'5.6',b'4',b'2012-09-28'
b'elba ramalho canta luiz ao vivo',b'135456',b'',b'none',b'[]',b'/tnrn0sxuofdh2pjotdaxcffvg6q.jpg',b'0.022',b'0.0',b'0',b'2016-02-19'
b'watusi',b'135504',b'tt0053436',b'85',"b""['adventure']""",b'/huzsss3ivsre4h3nytu6boyw9v.jpg',b'0.625',b'5.5',b'1',b'1959-03-25'
b'splendeur et gloire des deschiens',b'135518',b'',b'none',b'[]',b'/wj8otwbapztykwxbbu84sj5ntpa.jpg',b'0.039',b'0.0',b'0',b'2007-10-15'
b'tot\xc3\xb2 cerca moglie',b'135530',b'tt0043058',b'none',"b""['comedy']""",b'/jvbowaf1ji0mv70yoztizlqrcl3.jpg',b'0.682',b'6.0',b'18',b'1950-01-01'
b'dios los cr\xc3\xada (un \xc3\xa1mbito familiar)',b'135532',b'tt0299759',b'90',b'[]',b'/bdgju9xjbunsrpcv402zpynwoam.jpg',b'0.025',b'0.0',b'0',b'1991-06-20'
b'chi lavora \xc3\xa8 perduto',b'135536',b'tt0057942',b'none',b'[]',b'/c2idnw0vz4wsiwrbthzhqlgx4vg.jpg',b'0.459',b'5.1',b'4',b'1963-12-05'
b'ayumi hamasaki arena tour 2009 a: next level',b'135567',b'tt1711364',b'155',b'[]',b'/uwgtqwnctwg8u5jhfq9whouzqmb.jpg',b'0.042',b'10.0',b'1',b'2010-08-28'
b'give me my child',b'135885',b'tt0409890',b'89',b'[]',b'none',b'0.001',b'0.0',b'0',b'1996-01-01'
b'the last step',b'136016',b'tt2161980',b'88',b'[]',b'/zyqboy7xkr5ocjatihawjctkqrq.jpg',b'0.633',b'5.0',b'1',b'2012-07-04'
b'dracula blows his cool',b'136018',b'tt0079230',b'90',"b""['comedy', 'horror']""",b'/h5owdywudravrdrjoqxwuyzh1d9.jpg',b'0.605',b'6.0',b'1',b'1979-10-12'
b'bride of vengeance',b'136204',b'tt0041209',b'92',"b""['drama', 'romance']""",b'/s0hkf429v08p5a4xibh9mvvq34j.jpg',b'0.002',b'0.0',b'0',b'1949-04-07'
b'boy called twist',b'136305',b'tt0461472',b'115',"b""['drama']""",b'/hhyt1kaxmo902cqu7ljystjase1.jpg',b'0.231',b'5.5',b'3',b'2004-02-18'
"b'pier 5, havana'",b'136449',b'tt0053169',b'67',"b""['action', 'thriller']""",b'/jiwckci2rn1yitucmxxy5c4hoeq.jpg',b'0.055',b'3.0',b'1',b'1959-10-09'
b'the 9/11 commission report',b'136469',b'tt0840272',b'86',"b""['drama', 'thriller']""",b'/fqykqb65wcwx9gxjot11ycfepfg.jpg',b'0.5',b'3.2',b'6',b'2006-09-05'
b'family ties of blood',b'136542',b'tt0437182',b'151',b'[]',b'/jqy8voqxup1utjq3wybp5jxbvn5.jpg',b'0.514',b'5.4',b'4',b'2006-01-12'
b'a year with armin van buuren',b'136562',b'',b'51',"b""['documentary']""",b'/rtzq6j1xle9vra353ckaegx11o.jpg',b'0.134',b'6.7',b'3',b'2012-10-11'
b'jo waldner - det evigt gr\xc3\xb6na tr\xc3\xa4det',b'136598',b'',b'none',b'[]',b'/vwkkd8ueobu9dh53y4dsdiruvwk.jpg',b'0.003',b'0.0',b'0',b'2006-01-17'
b'already famous',b'136864',b'tt2323453',b'none',b'[]',b'/vzwkehjbhtwo6wqytxopizqlaxj.jpg',b'0.043',b'7.0',b'1',b'2012-01-15'
"b""nature's way""",b'137337',b'tt0800961',b'10',"b""['drama', 'mystery']""",b'/glis6koh46lpw9rdnwyxtoynjr1.jpg',b'0.074',b'3.0',b'2',b'2006-05-25'
b'white savage',b'137595',b'tt0036534',b'76',"b""['adventure']""",b'/fmjlcdeao9mmrhuadaxwgnolmj2.jpg',b'0.472',b'5.0',b'1',b'1943-04-23'
b'paul mccartney - live at bbc electric proms',b'137863',b'',b'none',b'[]',b'/bwgh3h2bnrtlyhnwwrfjzwsar5j.jpg',b'0.026',b'0.0',b'0',b'2016-02-18'
b'art of darkness',b'137904',b'tt2162574',b'91',"b""['horror']""",b'/osgsooit6z7f6scurtciwp7lu2d.jpg',b'1.18',b'3.0',b'9',b'2012-10-05'
b'bounty dog',b'138036',b'tt0294399',b'60',"b""['action', 'animation', 'science fiction']""",b'/lxvzzvw8ejkahwv6fjykdqkrff9.jpg',b'0.108',b'5.5',b'2',b'1994-10-01'
b'tales of paris',b'138104',b'tt0056333',b'100',b'[]',b'/gwd3x1ow4exy9jzksim40w0jx7h.jpg',b'0.394',b'6.0',b'2',b'1962-01-17'
"b'darkness on the edge of town, paramount theatre, asbury park'",b'138204',b'',b'none',"b""['music']""",b'/jnyaidmd2cqqvlmvivzffrjv4ik.jpg',b'0.021',b'0.0',b'0',b'2009-06-26'
b'maternity blues',b'138210',b'tt1734442',b'94',b'[]',b'/nplrmnlwvjll7yal1j1g9xgvkyz.jpg',b'0.377',b'5.0',b'1',b'2011-09-07'
b'nancherrow',b'138212',b'tt0164112',b'180',"b""['drama']""",b'/pxwmwqoaw4rluwtu3cdmmnczesr.jpg',b'0.101',b'5.0',b'1',b'1999-01-01'
b'rosa de saron - horizonte vivo distante',b'138610',b'',b'none',b'[]',b'/7udzutpdxkl7okwoeocn7krqavd.jpg',b'0.007',b'0.0',b'0',b'2010-09-10'
